adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count
False,,[99],1720306,Ночная няня,ru,Ночная няня,A new short documentary film by director Artur Sokolov.,0.1367,,2026-07-04,False,False,0.0,0
False,,[],1689360,Action Stage: Helios Rising Heroes -New Dawn-,ja,Action Stage「エリオスライジングヒーローズ」-New Dawn-,"Four years have passed since the ""Lost Zero"" incident.  Keith Max still believes in the survival of Dino Albani, who was presumed dead, and continues to pursue him.  Meanwhile, Brad Beams keeps a close eye on Keith's precarious actions, striving to find answers to his own doubts.  At this time, a new ""Eclipse"" threat creeps into the city.  In the midst of this chaotic situation, standing before the ""Heroes"" is ""Zero,"" with whom they have fought countless times.  As they confront each other once again, the lost time begins to move violently once more.",0.1723,/QCWDvLXPTwzEnqjS1KuO5zs9ph.jpg,2026-07-03,False,False,0.0,0
False,,"[28, 35, 27]",1368107,Demon Hunter: Time 2 Kill,en,Demon Hunter: Time 2 Kill,"On the hunt to find the pieces of a medallion that can end the demonic control over Earth, Taryn is forced to go through time to save the future.",0.0923,/iMRTw9x6WS6qPh98TWzxJks4rz1.jpg,2026-07-07,False,False,0.0,0
False,/oM74QeGDf2tj6L7XgMKlogTZwr0.jpg,"[18, 28]",1572190,Tap Tap,es,Tap Tap,,0.0797,/olVdgaGRYchwxT8BJcJeZhJr2ID.jpg,2026-07-11,False,False,0.0,0
False,,[99],1720298,Тихие смыслы,ru,Тихие смыслы,"The Nizhny Novgorod Youth Theatre troupe is rehearsing William Gibson's play ""The Miracle Worker."" In search of authenticity, the actors find themselves behind the scenes of blindness and deafness. They enter the real world of a boy named Petya, his mother, and his teacher. Episodes from the play about the education of a deaf-blind child unexpectedly echo real life, but reality is always more complex and profound than fiction.",0.1626,/7C8A5l3HTK8EQSwny5cheOSDex3.jpg,2026-07-04,False,False,0.0,0
False,/mejRV5uxweE2rKOwToOPvSR4lkA.jpg,"[16, 27]",1712306,Get to Work,en,Get to Work,A man struggles in his bathroom through a severe panic attack as he desperately tries to work through it and get to work on time.,0.169,/lqbKy2wM8lal7oKqVgMOWclZHIP.jpg,2026-07-08,False,False,0.0,0
False,,[],1719680,The Night I Learned To Fly,pt,The Night I Learned To Fly,,0.1371,,2026-07-09,False,False,0.0,0
False,,[18],1588236,Мон,ru,Мон,"A young talented musician, Alina, gets a chance to build a career abroad. However, her plans change when she learns that her grandmother, Nuria, suffers from Alzheimer's disease. Returning to her homeland of Tatarstan, Alina tries to restore her grandmother's memory and fulfill her wish—to find the ""treasure"" buried in her native village. The problem, however, is that the village has long been flooded.",0.1151,,2026-07-04,False,False,0.0,0
False,,[18],1720327,Vidas Enredadas,pt,Vidas Enredadas,,0.1289,/tArJOFZRM8Ik2o15MBL2aKItxcX.jpg,2026-07-01,False,False,0.0,0
False,,[18],1530974,Главная роль,ru,Главная роль,"A short film, the directorial debut of actress Anastasia Kuimova.",0.1219,/d4GJgaCBeCI3neTI8G4DIhPoN4U.jpg,2026-07-04,False,False,0.0,0
False,/e3f0wM2iKk4HhJDyiZ8alGTL24F.jpg,[35],1721662,Algo muy gordo,es,Algo muy gordo,,0.1136,/9PVGkrTx3MxvaJGLq2mcpAiKS0p.jpg,2026-07-11,False,False,0.0,0
False,/z3LY7k2Fro5uMyvbaCIJtTgNQkk.jpg,[18],1721559,Tiempo al tiempo,es,Tiempo al tiempo,,0.1136,/Ajc1YO4RGBid469iT3pYYMifS86.jpg,2026-07-11,False,False,0.0,0
False,/zYZPtmprdlUNvyaWD8bA1CvR589.jpg,[18],1721500,La carta de Óscar,es,La carta de Óscar,,0.1136,/5LnGy3JaNj256Hf213UFWG3CG75.jpg,2026-07-11,False,False,0.0,0
False,/xojk02GV5V7lx4yvUkHDoAMhxIR.jpg,"[35, 878]",1677968,Polymer,en,Polymer,A cuck smokes a cigarette backwards while a failed rapper reminisces on his downfall. They come to realize a startling existential truth.,0.2489,/db4HPiLOr4f3pjPu0btZvexlZQn.jpg,2026-07-01,False,False,0.0,0
False,/6aVUyostTpGhPiVA21Ho3GdIPnp.jpg,[],1708862,Lof Joe,nl,Lof Joe,,0.2381,/g6c13bajzQCffIMKXhZsMOCVuSX.jpg,2026-07-18,False,False,0.0,0
False,/A23KbxmAQfXT04BQPT4gukuYgMW.jpg,[18],1721683,Lupe,es,Lupe,,0.0569,/dvh8FHqxRkZV20QWnojRzfsIkMT.jpg,2026-07-11,False,False,0.0,0
