adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count
False,/i7KddfraJbD6wFIIOvyVIMAVSsG.jpg,[99],1275095,So Long,fr,Ce n'est qu'un au revoir,"Can high school friendships last a lifetime ? One thing's for sure: before long, Aurore, Nours, Jeanne, Diane and the others will say goodbye to their boarding rooms, swimming in the Drôme and parties in the mountains. Louison will cut his dreads and the little family will break up. For some of them, it's not the first time, and it hurts even more.",0.2787,/3ewyiBqmn6ExMELIEoIZNX13yme.jpg,2025-04-02,False,False,6.5,6
False,/sEYawNgnFZ1spM8rGaEm0qQwWmB.jpg,[27],1658268,Ice Blood,ja,氷血,,0.3392,/wOfmfh9aL6qYhbdwEMD8cyjeF7Q.jpg,2026-07-03,False,False,0.0,0
False,/mywPrVvRw3mOplhC2Z9Tq1GbjQU.jpg,[18],1469464,Mama,pl,Mama,"After many years working far from home, Mila is forced to temporarily leave her seaside mansion—and her secret romance—to return to her family in a remote Polish village. But the long-awaited reunion is far from what she imagined.  As tensions surface, Mila struggles to repair what was lost, confronting the cost of her choices and the woman she has become.",0.3094,/At3bbLyBjYeXD0sujFds140UawM.jpg,2026-07-09,False,False,0.0,0
False,/nvVyvdtEC9ZTGrUV9izmCKOLNey.jpg,[18],1318339,Día de caza,es,Día de caza,,0.3447,/bWpBIuyeLJAlGXNmEnh6VunlLAx.jpg,2026-07-03,False,False,0.0,0
False,,"[10749, 53]",1308694,Veranda,ko,베란다,,0.351,/VB7Loq41S0b6yQg6HfGWQgAUgV.jpg,2026-07-01,False,False,0.0,0
False,/7k8f4MogdkfS9cr6fFxhPGY8mvS.jpg,"[27, 53]",1376681,Killing Time,ko,킬링타임,"In an era of economic despair and record-high unemployment, where becoming a YouTuber is the ultimate dream job, the popular YouTube crew 'Killing Time' collapses overnight after an unforeseen accident claims a team member's life during a live broadcast. Desperate for a successful comeback, the members plot to return with far more extreme and sensational content. However, just as success seems within reach, mysterious figures appear and propose the 'real' Killing Time.",0.3145,/5KOOKKdyheNxkK1FALVrXsB93Uy.jpg,2026-07-04,False,False,0.0,0
False,,"[10749, 14]",1713997,EROS,en,EROS,Beatriz is trapped in a vicious cycle where she doesn’t feel seen. All of that changes once she meets Sofia.,0.2629,/v0atOmVjBbUyPYpnMDE4s0TBvS1.jpg,2026-07-01,False,False,0.0,0
False,/h1vftUKvYQccqtxSJPv6XXzv9TZ.jpg,[35],1720716,Jeff Arcuri: Nice to Meet You,en,Jeff Arcuri: Nice to Meet You,Jeff Arcuri's rapid-fire wit is nonstop as he balances outrageous jokes with heartfelt reflections on making his wife laugh during her cancer journey.,0.2921,/725w1VbMmQKQuS80mxUSfVNaQ2g.jpg,2026-07-07,False,False,0.0,0
False,,[99],1712718,Uprising Smoke,en,Uprising Smoke,"A film director. A protest against the 6x1 work schedule. And there is always this guiding, meditative voice that controls the impulse to revolt, that isolates, atomizes the being. In this confusion, it's necessary to choose a side - or at least be aware of the side chosen. There is no not choosing.",0.2303,/17Tz5umxqgg3OrAooc78xWJTO6l.jpg,2026-07-01,False,False,0.0,0
False,,[35],1720228,Al Murray: All You Need Is Guv,en,Al Murray: All You Need Is Guv,"With a fresh and frothing pint to hand, a barrel of laughs to pour from, and a flower in his heart, Guv is all you need.",0.266,/bpBnkC3DgSps1QsxRffBErMdilI.jpg,2026-07-03,False,False,0.0,0
False,/aBZIGaAdHP8UVGjMRPpO6t8FTMH.jpg,[99],1706045,Eat More Trees,nl,Eat More Trees,"Eat More Trees is a hopeful journey from the Amazon rain forest to the fields of Europe and America. The film explores how agroforestry can regenerate landscapes, restore biodiversity, and protect our climate.",0.2847,/8wbXmqfK9iYwXXWsghERZPlsQAc.jpg,2026-02-01,False,False,0.0,0
False,,"[35, 10751]",1597659,To Grandfather's Village 2,ru,На деревню дедушке 2,,0.2496,,2026-07-16,False,False,0.0,0
False,,[],1715473,I Can't Say No to Myself,he,איך להרגיש,"Zohar, a young dancer, arrives in Berlin to visit her best friend Shira. She meets Gillen, an insecure German poet, and together with Shira’s boyfriend, the four form a friendship that, for a moment, makes anything seem possible. But as the bond between Zohar and Gillen deepens, the bubble they have built around themselves begins to unravel. When a violent incident reveals sides of each other, they had never seen before, the two refuse to let go. What begins as an attempt to repair their relationship, culminates in an intimate and extreme event that will change them both. An intimate portrait of young people searching for belonging and meaning in the world, struggling with the gap between fantasy and reality.",0.2049,,2026-07-11,False,False,0.0,0
False,/6bXfmljmXEOAqt4Ae9A8LAKLrce.jpg,"[18, 10402]",1459062,The Condor Daughter,es,La hija cóndor,"Clara is a teenager growing up in a small indigenous community high in the Andes. Her adoptive mother, a midwife who took her in as a baby, has taught her the ancient songs used to guide women through childbirth, melodies passed down for generations, believed to bring new life safely into the world. But while her voice carries on this tradition, her dreams lie elsewhere: she longs to leave the mountains behind and become a folkloric music star in the big city.",0.2628,/apNxjF4eu2Oy3kqugfBgUP37C4O.jpg,2026-07-02,False,False,0.0,0
False,,[27],1473505,Kill Trip,en,Kill Trip,"On the way to a Texas music festival, a group of friends catches a ride with a magnetic van driver. But when people start vanishing, the real headliner becomes survival.",0.2857,/qHEXW63p1NcuoyCGQHDroi4HV9V.jpg,2026-07-17,False,False,0.0,0
False,,[878],1720728,So Many Explosions,en,So Many Explosions,"Exploding a factory, going to KFC and going inside some chamber with bombs; some are interesting, like the exploding bottle of soda...",0.2847,/8GCU3FnnwcG7Ye9Ws0rOjyNWceH.jpg,2026-07-02,False,False,0.0,0
False,,[18],1715459,Mudharkanal,en,Mudharkanal,"A brilliant teenager destined for greatness loses everything to drug addiction after one wrong friendship. When he gets a final chance to rebuild his life, he must confront the consequences of his past before they consume his future.",0.3073,/aiO46sEZO4QsvydhQa6xjAVfssH.jpg,2026-07-10,False,False,0.0,0
False,,"[878, 53]",1667521,4 Minutes Before Forever,en,4 Minutes Before Forever,What starts as harmless fun with a voice assistant becomes a countdown to destruction when the AI begins predicting a couple's relationship's demise with terrifying precision.,0.1943,/eSlNHuSxXMlcumkDuLIVgTqDJZx.jpg,2026-07-10,False,False,0.0,0
False,/h4joiL2rB1mgY7NA3OKHB2u4ARt.jpg,"[18, 9648, 27, 878]",1537673,Eve,en,Eve,"While visiting her father's apartment, a woman discovers that the man who raised her might be something less than human.",0.1961,/c11oAIi8qReZIgBN7gIbK5KvXTb.jpg,2026-07-04,False,False,0.0,0
False,,"[80, 35]",1699053,Turning girl,ko,돌아버린 여자,"Yeorum has lost her self-esteem, trapped in a cycle of failed job searches and constant comparisons to her friend Jimin. The only thing she is truly good at is doing cartwheels. Whenever feelings of inferiority begin to stir inside her, she turns to cartwheels for a small sense of comfort.",0.193,/2hb9t8yZC6g85eXtU0Uecst24Cb.jpg,2026-07-04,False,False,0.0,0
False,/aqmby2szGSgL6kYJMlP5oftaCyd.jpg,"[35, 18]",1339767,Chica Checa,cs,Chica Checa,"Zdena, a woman in her mid-fifties, lives in a small Czech village near the Slovakian border. Her quiet life is disrupted when her son, Lukáš, returns home from abroad, claiming to have found success on the Canary Islands. Lukáš’s return is prompted by a peculiar request from Zdena’s elderly mother, Věra, who, nearing the end of her life, asks for a visit from Czech pop singer Helena Vondráčková. This request triggers events that expose Lukáš’s secret life as a drag queen, testing family bonds and challenging the social norms of their rural environment.",0.202,/qc1SF2xuOK7UPN7qVpCdv69v6si.jpg,2026-07-04,False,False,0.0,0
False,,"[35, 12]",1643255,The Disconnection,en,The Disconnection,"Luke is pressured by a pair of stereotypical bullies to get a new phone, so he enlists the help of his unpredictable, dumb friend Liam, but their mission quickly spirals into chaos when a pair of rich, phone-obsessed twins enter the classroom, turning a simple task into a ridiculous, absurd adventure.",0.3821,/oMzkLd7yuWi2rXpl9XdGaDMVtcD.jpg,2026-07-22,False,False,0.0,0
False,/mGCrPf8DkQNazPsObGIpo5ISQn2.jpg,[],1629065,Reparations,en,Reparations,"Day-old, ZA DAVIES, dumped in a London telephone box by her 15-year-old mum, becomes a barrister, but her picture-perfect life begins to unravel as she realises she's marrying into a dynasty whose wealth stems from enslaving her ancestor.",0.2209,/d25b3J4XflLGSnr9wbXrMrqfc13.jpg,2026-07-11,False,False,0.0,0
False,/3M4Ps0XUYPlcrF7Ah8oEUTa3o6n.jpg,"[35, 18]",1696266,"125, rue des Malaises",fr,"125, rue des Malaises","Before leaving, Laurent Perrier wants to settle his affairs and ensure nothing is left unresolved.",0.298,/kb700zVGmFs2JcInYQb3HcpGRAL.jpg,2026-07-16,False,False,0.0,0
False,/mmWmClSXrP25WxeEHxAS2HwVsmM.jpg,"[10751, 18]",1220549,Winners,de,Sieger Sein,"Mona has fled Syria with her Kurdish family and ends up in a primary school in Berlin-Wedding. Things are tough there. Everyone on the girls’ football team, for which Mona is selected, plays against each other. But only “team work makes the dream work”.",0.2355,/kocS1qAWPKGpTo9RNCOi7CtPFxA.jpg,2024-04-11,False,False,6.7,6
False,/y8w257XTi2qQElYz5gUTE9CEZlZ.jpg,"[27, 9648]",1446390,Nyepi,ko,녀피,"Tae-pyeong, Yoon-chae and their friends embark on a journey to Bali, captivated by its mystical landscapes. Their local guide, Nova, explains the significance of the upcoming Nyepi Day — Bali's sacred Day of Silence, when all forms of eating, pleasure, travel and even lights must cease. While exploring the island, Tae-pyeong accidentally breaks a mysterious urn, triggering a series of strange and terrifying events that soon force them to violate the sacred rules of Nyepi Day against their will. As reality warps around them, Tae-pyeong begins to realize that a far more sinister force is at play — one that may not let them leave the island alive.",0.4099,/5IjnEAuLeXe3EgWYO3TYTfEdztU.jpg,2026-07-05,False,False,0.0,0
False,/widZf7vEcjHWqSuEt4W4bFg854C.jpg,"[99, 35]",1680635,Les Vacances de Golo & Ritchie,fr,Les Vacances de Golo & Ritchie,,0.3553,/57FTarD968I3g3uwbHJfRjdur2f.jpg,2026-07-22,False,False,0.0,0
False,/zVfM3NcRhPk0m7fVf5pEqeuFtij.jpg,[18],1651166,"Why Wait, Just Die",ja,死ねばいいのに,"Asami Kashima was killed by someone. Eiko Watarai visits Asami's boss, Yamazaki, asking him to tell about her…",0.2357,/3XykUQAmLfzxQTpUTdyueQ7I29D.jpg,2026-07-03,False,False,0.0,0
False,/aVCblBYZCu2NrUjTk6aR5XXFl7N.jpg,[99],1715484,Good Morning Gaza,he,בוקר טוב עזה,"Or Brandes, a reserve soldier serving in Gaza as a tank driver and a psychology student, broadcasts an improvised podcast to fellow soldiers over the military radio network. From candid conversations about fear and denial, to feelings of revenge, through jokes and absurd banter, the soldiers open up with striking honesty. Using excerpts from the radio communications alongside intimate footage from combat, the film offers a rare glimpse into the inner lives of soldiers in the aftermath of October 7th.",0.1345,,2026-07-10,False,False,0.0,0
False,/4zJ562gmJwdRV8VeneQgEpKjQjo.jpg,"[12, 16, 18, 36, 10752]",815043,"Winnipeg, Seeds of Hope",es,"Winnipeg, El Barco de la Esperanza","At the end of the Spanish Civil War, almost half a million people moved by fear of reprisals to France. A hundred thousand of them were children. The French Government overflowed by the human avalanche, put them in improvised refugee camps. Chilean poet Pablo Neruda, former consul in Spain before the war, convinced the President of Chile to save more than two thousand refugees. The film tells the story of Julia, a little girl that escapes Barcelona with his father, a young widower. They embarked on the Winnipeg, a ship chartered by Neruda. That saved them from a dark future in Europe. Now, she is “a daughter of Neruda”, as the descendants of the 2,200 refugees call themselves.",0.2878,/kbyVwqt7QRW40YQJdMdBRka89Z4.jpg,2026-07-10,False,False,0.0,0
False,,[18],1720808,Godej do mie,pl,Godej do mie,,1.707,,2026-07-01,False,False,0.0,0
False,,[27],1715068,"Watch Out, Kid",en,"Cuidado, Garoto","A young man is drawn to a handsome guy, but his insecurities stand in his way.",0.1622,/1Ewm0FcHBdpEfNdqioFQ2T9h3n2.jpg,2026-07-05,False,False,0.0,0
False,/gPwndjnt5OgH2FulupEr4CKXvy7.jpg,"[10751, 12]",1355213,Cukrkandl,cs,Cukrkandl,"Annička Jesenská inherits her late uncle’s dental practice in the Austro-Hungarian border town of Medov, only to find locals loyal to a rival dentist allied with the schoolteacher and a sugar-candy magnate. Determined to help children, she discovers an exotic Peruvian herb that makes treatments painless and, with the support of local kids, challenges the entrenched interests to improve oral health in the community.",0.254,/8o2V74Xdc74SpDb7WbJH0A5raJB.jpg,2025-10-16,False,False,7.0,1
False,/nPqgtHntdEv289pPcwWaV6O7C7O.jpg,"[35, 53]",1454837,The Birthday Trip,en,The Birthday Trip,An unflinchingly funny satire following three millennial couples whose relationships are thrown into disarray when they descend on a luxury Southern Highlands farmstay for a birthday weekend they'll never forget.,0.2546,/kJpAppxIQZmoSKxwmCgqm5JSUWh.jpg,2026-07-02,False,False,0.0,0
False,,[18],1518062,The Grandmaster's Gift,zh,我的棋王爺爺,"In the late 1990s, young Yixuan grows up as a “latchkey kid” in Wanhua, Taipei. With his father busy driving a taxi, Yixuan spends lonely afternoons wandering local diners and Youth Park. In the park, he meets Liu Bin, a lonely chess master. Yixuan finds guidance and warmth in his new teacher, who challenges him to daily matches with a small wager. This bond bridges generations, revealing how love can emerge in unexpected places and how life, much like chess, unfolds in unpredictable ways.",0.205,,2026-07-05,False,False,0.0,0
False,/oM8R2t89x2leogUj943aRGNKTzR.jpg,[18],1495025,First Light,tl,First Light,"An elderly nun witnesses a young construction worker's fatal accident, compelling her to question the ethical principles of the institution she has devoted her life to.",0.2588,/ag69an1UXe3bil4XjtYKKG6vv2g.jpg,2026-06-24,False,False,0.0,0
False,/sB2uGCrSut8Wx65XwXZ8WsQJw8q.jpg,[99],1715482,"Find Me, Okay?",he,"תמצאו אותי, טוב?","Saturday morning, Eden Yerushalmi and her best friend, Arbel, are dancing at the Nova Festival. Hours later, Eden is taken to Gaza while her sisters listen helplessly on the phone. What begins as a desperate hope for her return, becomes a journey through uncertainty, public struggle, and devastating loss. Through intimate access to Eden’s mother, sisters, and her best friend Arbel, Find Me, Okay?, follows the fight to bring Eden Yerushalmi home, the moment hope collapses, and the painful attempt to rebuild life afterward. A two-year portrait of love, grief, resilience, and the impossible task of moving forward after trauma.",0.1441,,2026-07-14,False,False,0.0,0
False,/tAYuVXFBmA1svsn1Hj8aq9jpOvX.jpg,"[53, 80, 9648]",1701009,Darkface Files,es,El caso Darkface,"Following the brutal murder of his friend Kenji by the masked killer ""Darkface""—a criminal who leaves a feather on his victims—an anxious and grieving Samuel Rosenberg becomes involved in the investigation led by Detective Vincent Moreau. When a mysterious forgotten note accidentally catches his attention, Samuel decides he cannot simply stand by. His discovery will lead him straight to the cold, damp alleyway where his friend lost his life, plunging him into a lethal face-to-face confrontation with the killer himself.",0.2065,/pBy9267ar2ecMdMcJ2ohnt6clrM.jpg,2026-07-12,False,False,0.0,0
False,/rwfib1AKzxSLYfONPmww6tD3zqA.jpg,"[28, 80, 18]",1685935,Unification of Japan 75,ja,日本統一７５,"Kyowakai acting chairman Baba (Akihiko Kuwata) is attacked, and despite Himuro (Yasukaze Motomiya) and Tamura (Yoshiyuki Yamaguchi) rushing to the scene, the assailant escapes. The Keihin Alliance and Marugami-kai suspect Hirakawa (Hitomi Matsuda), who had poor relations with Baba, but based on witness Reiko’s (Reira Arai) description of the attacker, Himuro identifies a likely suspect. Ordering Reiko to stay silent and refusing police involvement, Kyowakai launches its own manhunt. As Baba remains in critical condition and suspicion toward Hirakawa grows among investigators and Kyowakai executives, Himuro quietly burns with thoughts of revenge.",0.2552,/wO5JlSkJQU3IZ7lP1fVEncpAJCD.jpg,2026-07-01,False,False,0.0,0
False,/6Uq964zm817Z1bvlDo8XsbT7E5U.jpg,[99],1559090,Wise Women,de,Wise Women,"Midwives usually attend more than a thousand births in their lifetime, be it in hospitals, at birth centers, or in homes. The personal stories of midwives from Ethiopia to Brazil, Austria to Nepal, and Morocco become a mirror that reflects the political and economic situation of women, their status, and demands in society, from the perspective of these wise women who are the first to see us in this world.",0.2336,/wi1Vx9W4UZwc5CKTQHL8LODYKJq.jpg,2026-01-23,False,False,0.0,0
False,,"[80, 18]",1698488,Never Had a Chance,en,Never Had a Chance,"When Ravi meets Sukhi, he wants to settle down and have a 'normal' life. But his best mate Jay has other plans and soon he's dragged back to the reality of the streets.",0.2531,/dDa1OdkKUMCWy9WSn0BRQmGyUqV.jpg,2026-07-10,False,False,0.0,0
False,,[27],1394926,Watchful Eyes,it,Watchful Eyes,"Sebastian, a grieving man, takes a janitor job on a university campus. While monitoring students linked to a professor’s death, he uncovers a ghost story that may be more real than anyone believed.",0.2121,/yJiOoeKJ6l55uL8FE2V3bSfrJZI.jpg,2026-07-17,False,False,0.0,0
False,,[27],1707955,Cursed Meme,ja,CURSED MEME,"Yura, a young girl who struggles to fit in with her classmates, discovers an old smartphone while helping clean out a disused school building. Out of curiosity, she and her friends power it on. Soon afterward, strange videos featuring the children themselves begin appearing on their phones. At first, the clips seem like harmless jokes and are consumed much like viral internet memes. What the children do not realize, however, is that these videos are foretelling a horrifying future that awaits them.",0.1705,/xvv8nfd3ibdHc7apT1W1Taytpnb.jpg,2026-07-05,False,False,0.0,0
False,/p8UXAIrzOIzZdJErPhbcTiS0bce.jpg,"[80, 53]",1454882,Karma,ko,카르마,"Jong-shin, a devoted husband living an ordinary life, is devastated when his wife is murdered by the enigmatic Moo-young. After serving a mere five-year sentence, Moo-young appears at Jong-shin’s church, claiming to have found God’s forgiveness. Consumed by grief and rage, Jong-shin plots his revenge—but as he closes in, a buried truth from the past threatens to change everything.",0.301,/20UGYr7daTxkZcdqPrceRmhPyYA.jpg,2026-07-05,False,False,0.0,0
False,,[],1719064,late quietus,en,late quietus,"the woods are wordless, the eye is magic. night becomes spiral dancers",0.285,/w4W2xSXu5j025fcx8q21JgABYP7.jpg,2026-07-01,False,False,0.0,0
False,,"[80, 18]",1715101,Devil's Breath,en,Devil's Breath,"Upon a date with another man, John was drugged and all his money stolen. He has no choice but to turn to his brother, Frank, for help; a small-time gangster looking for his next fight.",0.2449,/wKJ6ZbTXIY3WjQLTAYvxHs2jL9T.jpg,2026-07-16,False,False,0.0,0
False,/9paW312mHyFoppmdDhMCaJMfH8o.jpg,"[18, 10749]",1669191,'Mr. Paradise',en,'Mr. Paradise',"Rejected by the person he changed for, Tyler Terry, a picture-perfect boy must become who he truly is after losing himself to being someone else's paradise.",0.206,/dWC7UHYVKX4528LXoIBXmEUN6NW.jpg,2026-07-01,False,False,0.0,0
False,/eq4eabbQ2uo3BxgEG6hxn5hoxoC.jpg,[18],1272720,Transit Times,de,Transit Times,"A year in the life of a family in a typical backyard in the center of the Moldovan capital Chisinau in the 1990s: Zina lives here with her husband Victor and daughter Eva and, like the other inhabitants of the house, struggles for the family's financial survival. Through the eyes of the family, we experience a country in transition after the fall of the Iron Curtain.",0.5055,/v89Hdnj97Ju01ZVX5AMeRztiL1M.jpg,2026-07-02,False,False,0.0,0
False,/eq4eabbQ2uo3BxgEG6hxn5hoxoC.jpg,[18],1272720,Transit Times,de,Transit Times,"A year in the life of a family in a typical backyard in the center of the Moldovan capital Chisinau in the 1990s: Zina lives here with her husband Victor and daughter Eva and, like the other inhabitants of the house, struggles for the family's financial survival. Through the eyes of the family, we experience a country in transition after the fall of the Iron Curtain.",0.5055,/v89Hdnj97Ju01ZVX5AMeRztiL1M.jpg,2026-07-02,False,False,0.0,0
False,,[27],1714933,Wrecked,th,กองกอย,"Driven by her ambition to win a scholarship to study abroad, a college student leads her close-knit group of friends into an abandoned junkyard to film the season finale of their ghost-hunting channel, hoping to create a viral sensation. But what begins as a quest for views soon turns into a deadly nightmare.",0.2682,/ty6r26pzeDp3j4VheOtwDkimWZb.jpg,2026-07-16,False,False,0.0,0
False,,[18],1711215,object and object,ko,애도와 멜랑꼴리,"Chung-jae, a repairman, cannot stop turning ""a round golden doorknob"" in a client's bedroom. He visits a consulting room to find its cause.  Da-gam, an actor, visits his friend Doo-joon to borrow ""a funeral suit"" when someone dies. ""So who died this time?"" Doo-joon asks over a beer. ""An actress I worked with.""  Two men, each in an empty seat, begin to tell their story — about object and object.",0.2067,/9ikc5g4VmN603YzzI580FygYCHi.jpg,2026-07-03,False,False,0.0,0
False,,[],1699042,Frog,ko,개구리,,0.1744,/bIoe8NGbxvhGWBJtXDOPZSDN0O7.jpg,2026-07-03,False,False,0.0,0
False,,[27],1545266,GOKDU;spreads its wings,ko,곡두;날개짓,"Jang Min-gi has spent his life hiding a secret: he can see the dead. When his estranged father — the last in a line of Kokdu, ritual guardians who escort souls to the afterlife — dies under mysterious circumstances, Min-gi inherits both a worn puppet kit and a burden he never wanted. Drawn into a thirty-year-old betrayal surrounding a burned funeral bier, he must confront an imprisoned soul demanding vengeance.",0.3297,/7OedaXdqdMCq8Kz1IAEyL2ob13V.jpg,2026-07-07,False,False,0.0,0
False,,[18],1699084,Pervert,ko,변태,"An old man lives with a real doll that resembles his late wife, treating it as if it were her. One day, a man next door discovers the doll’s existence.",0.2359,/8WbNCB4fxKwv8TVXdj6INc1Xocn.jpg,2026-07-04,False,False,0.0,0
False,/rCJz02GYrWY5YOyeNI8NNBcjE4t.jpg,[99],1125043,The Shepherd and the Bear,en,The Shepherd and the Bear,"High in the French Pyrenees, the reintroduction of wild bears in a traditional shepherding community provokes deep conflict. An aging shepherd struggles to find a successor as bears prey on his flock, and a teenage boy becomes obsessed with tracking the bear.",0.6111,/j2QuoCkwrUm646RrzaAxDkS0His.jpg,2025-11-21,False,False,8.0,1
False,/dHVfdm9OwwpCaWv7ECk8YDWrRdO.jpg,[18],1700881,The Ballad from Wednesday to Thursday,de,Die Ballade von Mittwoch auf Donnerstag,"During the course of a single night, various people cross paths in the pubs, bars, and hookah lounges of Cologne. The issues that all of Germany is talking about are put on the table: the patriarchy, the Middle East conflict, rising rents, and whether Jesus would still buy everyone drinks today. Political convictions are stiffened by alcohol, and old wounds are reopened.",0.5558,/84XOE0B6KWuYiEDZ11QeMl6CGB2.jpg,2026-07-02,False,False,0.0,0
False,,"[35, 14]",1699090,Skull,ko,해골,,0.2102,/tdhmOS8kpFhjuxO4PbDNest9LMD.jpg,2026-07-07,False,False,0.0,0
False,/vGXOV4I3Bka2VbuOU3c6VNHL9xi.jpg,"[28, 35]",1501054,Samson and Delilah,ar,شمشون ودليلة,A young woman working in an elite nightclub uses her beauty and intelligence to exploit and steal from wealthy customers.,0.2639,/6UbRGqNQU7sMKri6RhTFmrMgKHY.jpg,2026-07-08,False,False,0.0,0
False,,[18],1699048,The Remains,ko,남은 것,,0.2429,/7t9qbA0pHNLNhEhZb34J2tyPbeS.jpg,2026-07-03,False,False,0.0,0
