adult,backdrop_path,id,title,original_title,overview,poster_path,media_type,original_language,genre_ids,popularity,release_date,softcore,video,vote_average,vote_count,name,original_name,first_air_date,origin_country,gender,known_for_department,profile_path
False,/lH22EnM0ofC7GsVGU8dAA2RXV1c.jpg,65334,,,"Marinette and Adrien, two Parisian teenagers, are entrusted with powerful jewels in order to transform into superheroes Ladybug and Cat Noir. But neither hero knows the other's true identity — or that they're classmates!",/acrtAy8gmxcsEvrDP09MpMSCeDZ.jpg,tv,fr,"[10759, 16, 10762]",163.2791,,False,True,8.059,4608,Miraculous: Tales of Ladybug & Cat Noir,"Miraculous, les aventures de Ladybug et Chat Noir",2015-10-19,['FR'],,,
False,/moA5NNpOsSeQ2gNkOBgbMeNOl3d.jpg,95350,,,"Two intergalactic cops, new recruit John Stewart and Lantern legend Hal Jordan, are drawn into a dark, earth-based mystery as they investigate a murder in the American heartland.",/rb94rKVIzLyfWufIN7WqLvadBDH.jpg,tv,en,"[10765, 9648]",5.1687,,False,True,0.0,0,Lanterns,Lanterns,2026-08-16,['US'],,,
False,/pme7D46PxaOdNWika46q5VUS2CR.jpg,1119090,I Am Frankelda,Soy Frankelda,A gifted young writer in 19th-century Mexico journeys into her subconscious and comes face to face with characters from her own spooky stories.,/hDzllxB1TQ7uUxVvjnGHirJJovt.jpg,movie,es,"[16, 14, 27, 12, 10751]",8.4607,2025-10-23,False,False,8.3,94,,,,,,,
False,/wcX3J5juFUMXhivZ9rHB7NgwLYa.jpg,63726,,,"Hardcore survivalists are put by themselves in the Vancouver Island wilderness, without camera crews, teams, or producers – on a single mission to stay alive for as long as possible.",/a1r1KLEYFP1u0q5kH4mHDQaOOvF.jpg,tv,en,[10764],22.3405,,False,True,7.181,105,Alone,Alone,2015-06-18,['US'],,,
False,/mJDCrEFKHUqoZe4xyI8CE47pw7P.jpg,1101383,The End of Oak Street,The End of Oak Street,"After a mysterious cosmic event rips Oak Street from suburbia and transports their neighborhood to someplace unknown, the Platt family soon discovers that their very survival depends on them sticking together as they navigate their now unrecognizable surroundings.",/60bRdW7JTXTaSMFgLHjcoS1fXHh.jpg,movie,en,"[878, 9648, 53]",10.2032,2026-08-12,False,False,0.0,0,,,,,,,
False,/hpXBJxLD2SEf8l2CspmSeiHrBKX.jpg,1062722,Frankenstein,Frankenstein,"Dr. Victor Frankenstein, a brilliant but egotistical scientist, brings a creature to life in a monstrous experiment that ultimately leads to the undoing of both the creator and his tragic creation.",/g4JtvGlQO7DByTI6frUobqvSL3R.jpg,movie,en,"[18, 14, 27]",17.9549,2025-10-17,False,False,7.638,3534,,,,,,,
False,/aHj7d7wSLqrg5cjAcgHhiGr97Ih.jpg,798645,The Running Man,The Running Man,"Desperate to save his sick daughter, working-class Ben Richards is convinced by The Running Man's charming but ruthless producer to enter the deadly competition game as a last resort. But Ben's defiance, instincts, and grit turn him into an unexpected fan favorite — and a threat to the entire system. As ratings skyrocket, so does the danger, and Ben must outwit not just the Hunters, but a nation addicted to watching him fall.",/dKL78O9zxczVgjtNcQ9UkbYLzqX.jpg,movie,en,"[28, 53, 878]",16.0387,2025-11-11,False,False,6.777,1666,,,,,,,
False,/5fA3ko0ZHkysz1aNO78jRsey4k4.jpg,1556616,Summer House,Yaz Evi,"Selin travels back in time at a summer house and finds herself in her mother's youth, changing her family's fate and rebuilding her own life.",/81xUChgVphBFehihIgbXbyneZXP.jpg,movie,tr,"[10749, 10751, 18, 9648]",24.8945,2026-06-06,False,False,7.6,14,,,,,,,
False,/81T9IcPK3bF2RbJyKURa4rF4sxM.jpg,1235746,Dead of Winter,Dead of Winter,"A widowed fisherwoman, travelling alone through snowbound northern Minnesota, interrupts the kidnapping of a teenage girl. Hours from the nearest town and with no phone service, she realizes that she is the young girl's only hope.",/5DcrN62sGAiRJxt8rXSRlSRLwIE.jpg,movie,en,"[53, 28]",8.4556,2025-09-23,False,False,6.374,380,,,,,,,
False,/bicMU6xVD5deVyKP2azpyx7xkmH.jpg,1263337,Heart of the Beast,Heart of the Beast,"After a harrowing plane crash, Special Forces officer James Belmont and his combat dog, Odin, find themselves stranded deep in the Alaskan wilderness. Together, they are forced into a brutal fight for survival against the elements.",/1ApfSA8JTqeha3GTFEY8syV4auq.jpg,movie,en,"[28, 12]",7.9639,2026-09-23,False,False,0.0,0,,,,,,,
False,/zZrWrDrRMKtJMcJFtozU4x4z9nd.jpg,1433367,One Night Only,One Night Only,Two love-starved strangers crash into each other on the one night of the year when single people are allowed to have sex.,/gzy1L7wqkFRznQPv4WrdPQ9bCJ8.jpg,movie,en,"[35, 10749]",2.1142,2026-08-05,False,False,0.0,0,,,,,,,
False,/zo8CIjJ2nfNOevqNajwMRO6Hwka.jpg,1241982,Moana 2,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",/aLVkiINlIeCkcZIzb7XHzPYgO6L.jpg,movie,en,"[12, 16, 35, 10751, 14]",27.1242,2024-11-21,False,False,7.006,3112,,,,,,,
False,/moA5NNpOsSeQ2gNkOBgbMeNOl3d.jpg,95350,,,"Two intergalactic cops, new recruit John Stewart and Lantern legend Hal Jordan, are drawn into a dark, earth-based mystery as they investigate a murder in the American heartland.",/rb94rKVIzLyfWufIN7WqLvadBDH.jpg,tv,en,"[10765, 9648]",5.1687,,False,True,0.0,0,Lanterns,Lanterns,2026-08-16,['US'],,,
False,/pme7D46PxaOdNWika46q5VUS2CR.jpg,1119090,I Am Frankelda,Soy Frankelda,A gifted young writer in 19th-century Mexico journeys into her subconscious and comes face to face with characters from her own spooky stories.,/hDzllxB1TQ7uUxVvjnGHirJJovt.jpg,movie,es,"[16, 14, 27, 12, 10751]",8.4607,2025-10-23,False,False,8.3,94,,,,,,,
False,/wcX3J5juFUMXhivZ9rHB7NgwLYa.jpg,63726,,,"Hardcore survivalists are put by themselves in the Vancouver Island wilderness, without camera crews, teams, or producers – on a single mission to stay alive for as long as possible.",/a1r1KLEYFP1u0q5kH4mHDQaOOvF.jpg,tv,en,[10764],22.3405,,False,True,7.181,105,Alone,Alone,2015-06-18,['US'],,,
False,/xMNH87maNLt9n2bMDYeI6db5VFm.jpg,127532,,,"They say whatever doesn’t kill you makes you stronger, but that’s not the case for the world’s weakest hunter Sung Jinwoo. After being brutally slaughtered by monsters in a high-ranking dungeon, Jinwoo came back with the System, a program only he could see, that’s leveling him up in every way. Now, he’s inspired to discover the secrets behind his powers and the dungeon that spawned them.",/geCRueV3ElhRTr0xtJuEWJt6dJ1.jpg,tv,ja,"[16, 10759, 10765]",53.4348,,False,True,8.7,1809,Solo Leveling,俺だけレベルアップな件,2024-01-07,['JP'],,,
False,/yDgYYuz8jDQCRJbHC3XM7IIGoeR.jpg,1302904,Practical Magic 2,Practical Magic 2,The Owens sisters must confront the dark curse that threatens to unravel their family once and for all.,/uA8ytJv17alSiREcUthbYAdiPCX.jpg,movie,en,"[14, 18, 35]",4.7385,2026-09-09,False,False,0.0,0,,,,,,,
False,/ujUwzNV8ZkOzZonvhhHsc9KOKDf.jpg,1058424,Hope,호프,"In the remote South Korean village of Hope Harbor, police chief Bum-seok and officer Sung-ae are called to investigate a mysterious creature wreaking havoc on the community. But all is not as it seems, and perceptions can be misleading. What begins as ignorance plants the seed of disaster, escalating through human conflict into a tragedy of cosmic proportions.",/1n37BJchWHLiSYQkuFxe5KjB951.jpg,movie,ko,"[878, 9648, 28]",11.4783,2026-07-15,False,False,0.0,0,,,,,,,
False,/6kheApG5qPsKbiKDxsGpOb6i6i6.jpg,1694978,Chum,Chum,"A newlywed couple joins friends on a Mediterranean yacht excursion, only to find themselves caught between a predatory shark and a psychopathic killer in their midst-transforming a sun-drenched escape into a fight for survival.",/uJOW6pWxJ0i5sji9VXRR6Y1wXyE.jpg,movie,en,[27],87.0596,2026-05-27,False,False,4.8,19,,,,,,,
False,/bfJ2MvS4wixkQ7tQX0a87q1XYlE.jpg,1558796,Never Change!,Never Change!,"In 2008, the graduating class of North Meadows High School had their senior year cut short due to a disastrous tornado. Now in their mid-30s, they're being forced to return home and finish high school once and for all.",/yuNToCHZyZybJQ89HSiAR91JEiI.jpg,movie,en,[35],14.2783,2026-06-09,False,False,6.423,13,,,,,,,
False,/ihT4s15wPjqXLblKlE6cwBhJVz4.jpg,290856,,,"With the Yellowstone Ranch behind him, Kayce Dutton joins an elite unit of U.S. Marshals, combining his skills as a cowboy and Navy SEAL to bring range justice to Montana, where he and his teammates must balance family, duty and the high psychological cost that comes with serving as the last line of defense in the region's war on violence.",/nInfaveN1iFpRIcMGNKENoVVUT2.jpg,tv,en,"[18, 80, 10759]",56.9613,,False,True,8.0,295,Marshals,Marshals,2026-03-01,['US'],,,
False,/cYEu96qXUFilbHPw7yP3qi0SQle.jpg,87513,Motor City,Motor City,"In 1970s Detroit, John Miller falls for a local gangster's girl and lands in prison for a crime he didn't commit. With his life ruined, Miller plots revenge against the man who took his girl away.",/lGovcOtxugJPhfJjFKud9EbWtOA.jpg,movie,en,"[28, 80]",6.4287,2026-07-23,False,False,0.0,0,,,,,,,
False,/94Tw82saLN9sNaYetsGqwsnm66R.jpg,1166599,Love Is the Monster,Love Is the Monster,"A couple, Ana and Justin, rocked by infidelity, attend an exclusive couples retreat in Finland, under the golden rays of the summer’s midnight sun. They join other couples from other parts of the world to experience the transformative teachings of the shaman and healer, Tiina, inspired by the ancient Finnish goddess of love and fertility, Lempo. But the idyllic setting soon takes a turn...",/94Y2I0LtJMuhThumYU4n22muE2e.jpg,movie,en,[53],3.9763,2025-10-13,False,False,5.7,3,,,,,,,
False,/9ie1wY5WMvfVPNaDBGoO0fsBxdj.jpg,224839,,,"The story took the nine dragons and the coffin as an introduction and brought out a huge world of primeval ages. Climbing the sky road, and singing songs, to see how Ye Fan shrouding the heavens.",/z9JNGlJ8eGy6S6SOlBhpmxjjXGT.jpg,tv,zh,"[16, 10759, 10765]",23.1031,,False,True,8.8,14,Shrouding the Heavens,遮天,2023-05-03,['CN'],,,
False,/uKGWyKucpzWHMPSUQXeIf03oxO5.jpg,310921,,,"Rude, an E-rank adventurer.His only skill, ""Status Ailment Nullification,"" is a niche ability considered useful only for gathering medicinal herbs in miasma-choked dungeons. With virtually zero combat prowess, his fellow adventurers mock him with the nickname ""Miasma Scavenger."" In a desperate bid to change his life, Rude ventures into a new dungeon—only to be betrayed by his party and left for dead. With his supplies gone and his life fading, he makes a forbidden choice: to consume the flesh of a monster. So begins the tale of Rude’s ""Monster Devouring"" adventure, where he gains new skills by simply consuming his foes!",/x94rK6guvTJ0XhStGho1Bjpis2U.jpg,tv,ja,"[16, 10759]",7.4366,,False,True,7.333,15,Monster Eater,魔物喰らいの冒険者～俺だけ魔物を喰らって強くなる～,2026-04-03,['JP'],,,
False,/gsQJOfeW45KLiQeEIsom94QPQwb.jpg,1125899,Cleaner,Cleaner,"When a group of radical activists take over an energy company's annual gala, seizing 300 hostages, an ex-soldier turned window cleaner suspended 50 storeys up on the outside of the building must save those trapped inside, including her older brother.",/mwzDApMZAGeYCEVjhegKvCzDX0W.jpg,movie,en,"[28, 53]",11.6453,2025-02-19,False,False,6.424,565,,,,,,,
False,/dg3OindVAGZBjlT3xYKqIAdukPL.jpg,42009,,,"Twisted tales run wild in this mind-bending anthology series that reveals humanity's worst traits, greatest innovations and more.",/seN6rRfN0I6n8iDXjlSMk1QjNcq.jpg,tv,en,"[10765, 18, 9648]",60.1477,,False,True,8.288,6254,Black Mirror,Black Mirror,2011-12-04,['GB'],,,
False,/9GBiwvuJahvlfEQtuGhpS384Ei5.jpg,1390382,Couture,Coutures,"In the frenzy of Fashion Week, three women cross paths in Paris, grappling with the world's tragedies and the questions of their lives: Maxine, an American film director in her forties, discovers she has cancer; Ada, a young South Sudanese model, escapes a predetermined destiny to be thrust into a deceptive universe and French makeup artist Angèle, a small hand working in the shadows of the catwalks, dreams of escaping her life.",/4QNJXfb9Kfo2dn0pz9p1S2KkgBm.jpg,movie,fr,[18],14.9242,2026-02-18,False,False,6.268,41,,,,,,,
False,/fnyS6gOv9tTjhHPl4A1aKEDgWEG.jpg,12225,,,"Peppa Pig is an energetic piggy who lives with Mummy, Daddy, and little brother George. She loves to jump in mud puddles and make loud snorting noises.",/iwKVo3HlsyVNXCzFEkd0xHz3kGi.jpg,tv,en,"[16, 10762]",78.2462,,False,True,6.6,749,Peppa Pig,Peppa Pig,2004-05-31,['GB'],,,
False,/r3CZgVHhSvaASQke88mTFhcW92c.jpg,323842,,,"Brazil lives, breathes and exports várzea. This series delves into the stories behind the beautiful game — one with the power to change lives.",/sQjrfKGQhHG1lS3tYxyQb3N2Fc8.jpg,tv,pt,[99],4.2731,,False,True,10.0,2,The Root of the Game,Várzea: Onde Nasce o Futebol,2026-06-20,['BR'],,,
False,/fe6kkxaxn0mCU2gl1vfU44IYWsy.jpg,1317149,I Swear,I Swear,"Diagnosed with Tourette Syndrome at 15, John Davidson navigates his way against the odds through troubled teenage years and into adulthood, finding inspiration in the kindness of others to discover his true purpose in life.",/vUwyhNWBKkSwK8ELvEeBRwV724h.jpg,movie,en,"[18, 36]",15.5063,2025-09-22,False,False,8.233,367,,,,,,,
False,/bDfboQUb45Cv9MYyVBDZw8M8xSM.jpg,95480,,,"Follow a dysfunctional team of MI5 agents—and their obnoxious boss, the notorious Jackson Lamb—as they navigate the espionage world's smoke and mirrors to defend England from sinister forces.",/5RuZZIouptatjV96BdPmKmRsnGg.jpg,tv,en,"[80, 18, 35]",49.7121,,False,True,8.008,868,Slow Horses,Slow Horses,2022-04-01,['GB'],,,
False,/foGkPxpw9h8zln81j63mix5B7m8.jpg,71912,,,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",/AoGsDM02UVt0npBA8OvpDcZbaMi.jpg,tv,en,"[18, 10759]",51.0245,,False,True,7.908,6731,The Witcher,The Witcher,2019-12-20,['US'],,,
False,/x0zAZmhH4Pbo6PctR5WzWoJ7SAV.jpg,316830,,,"To save her family, Persephone marries a cold, distant duke - never expecting to awaken a love that could change them both forever.",/tJsS5oFvcKsJ3NdlTbuG7nyCDIK.jpg,tv,en,[18],37.1877,,False,True,8.7,10,Seeking Persephone,Seeking Persephone,2026-03-01,['US'],,,
False,/fyZ6SDUS4o9jp2EHxfZa3qS9ean.jpg,402431,Wicked,Wicked,"In the land of Oz, ostracized and misunderstood green-skinned Elphaba is forced to share a room with the popular aristocrat Glinda at Shiz University, and the two's unlikely friendship is tested as they begin to fulfill their respective destinies as Glinda the Good and the Wicked Witch of the West.",/xDGbZ0JJ3mYaGKy4Nzd9Kph6M9L.jpg,movie,en,"[18, 10749, 14]",14.4635,2024-10-16,False,False,6.908,3074,,,,,,,
False,/2Czzw6qOeYAWhWnFEx8WSmA0E8F.jpg,1481603,Hold the Fort,Hold the Fort,"A HOA turns out to be more troublesome than usual in this wildly amusing, FX-heavy freak-out about newly minted suburbanites unexpectedly forced to take part in a struggle against monstrous forces.",/fnq6itOtvCXRBjwuq96hkYu0pCX.jpg,movie,en,"[27, 35]",4.008,2025-07-16,False,False,5.6,6,,,,,,,
False,/pxnJeLSBdUikUOrWdNgrK1HQy2u.jpg,285807,,,A relentless LAPD cop becomes obsessed with taking down the master thief behind a string of daring heists — and only one can come out on top.,/NY7ZwSMw5PjoJdK2CObqiTj7Bm.jpg,tv,en,"[10759, 18, 80]",18.1694,,False,True,7.4,85,Nemesis,Nemesis,2026-05-14,['US'],,,
False,/dWhXUMlQuSoASikDLbUfKyPtGeB.jpg,306121,,,"When world-renowned wine critic Toyotaka Kanzaki passes away, he leaves behind an enviable collection. The will promises his estate to whoever correctly guesses the brand and year of the 12 greatest wines he selected, and the legendary wine that stands atop them all, ""Drops of God."" The challengers are Toyotaka's son, Shizuku Kanzaki, and a young critic, Issei Tomine, who was adopted by Toyotaka.",/e0HIphKTbM0YjWCASdCsjYtESHG.jpg,tv,ja,"[16, 18, 9648]",6.1651,,False,True,6.3,3,The Drops of God,神の雫,2026-04-10,['JP'],,,
False,/yVP12H81dwaay5B7GVqgO893q2c.jpg,226637,,,"Morgan is a single mom with an exceptional mind, whose unconventional knack for solving crimes leads to an unusual and unstoppable partnership with a by-the-book seasoned detective.",/xCtaUDBUP1iKqtoqpHfeH1T2pWF.jpg,tv,en,"[18, 80, 9648]",89.9102,,False,True,8.172,558,High Potential,High Potential,2024-09-17,['US'],,,
False,/puqQGxK9HYITUKhCdREg3XOLlZd.jpg,696393,Cold Storage,Cold Storage,"When a mutating, highly contagious fungus escapes a sealed facility, two employees – joined by a grizzled bioterror operative – must survive the wildest night shift ever to save humanity from extinction.",/3HA2iiq982e01EKXJvPFyfMADVM.jpg,movie,en,"[27, 878, 35]",9.4832,2026-01-22,False,False,6.77,538,,,,,,,
False,/h3E2I2etWs5l7OCsRLU9Bz3cSnK.jpg,158282,,,Lockupp is a 24*7 captive reality show which has 16 celebrities locked inside the queen’s jail for 72 days. Who will survive the badass jail and play atyachaari khel?,/hRMpjPcg3P4wsdCl61KNXum1Itf.jpg,tv,hi,[10764],17.3128,,False,True,9.2,4,Lock Upp,Lock Upp,2022-02-27,['IN'],,,
False,/dLGonca0GkAkNoa80K3tk9Wruk3.jpg,91914,,,Chinese Restaurant is a Chinese celebrity reality show broadcast by Hunan Television.It's Vicky Zhao's first reality/variety show as a regular guest.,/t6Tcysu5yULIiiyqrP0WhEwXNwk.jpg,tv,zh,[10764],19.2821,,False,True,7.0,2,The Chinese Restaurant,中餐厅,2017-07-22,['CN'],,,
False,/v0NEB75SZjxY8GS3ho8WeEvjIT3.jpg,680493,Return to Silent Hill,Return to Silent Hill,"When James receives a mysterious letter from his lost love Mary, he is drawn to Silent Hill—a once-familiar town now consumed by darkness. As he searches for her, James faces monstrous creatures and unravels a terrifying truth that will push him to the edge of his sanity.",/mdw7bSnE11WpwWf3ViXtnavuqiT.jpg,movie,en,"[9648, 18, 27]",19.3628,2026-01-21,False,False,5.386,671,,,,,,,
False,/aJcUU3LMlqMKBi8L3eaxGfAbd4G.jpg,110492,,,"The continuing story of Peacemaker, a vainglorious superhero/supervillain who believes in peace at any cost — no matter how many people he has to kill. After a miraculous recovery from his duel with Bloodsport, Peacemaker soon discovers that his freedom comes at a price.",/eYzbGcYnOUlvj2fa76pTgIXogd7.jpg,tv,en,"[10759, 10765, 35]",47.5652,,False,True,8.195,3413,Peacemaker,Peacemaker,2022-01-13,['US'],,,
False,/gXU1At9HJ023Wjm1mHCLnhf80pi.jpg,1310677,Hana Korea,하나 코리아,"A young North Korean refugee fights to rebuild her life in fast-paced, hyper-modern South Korea, forcing her to confront the price of freedom and the past she left behind.",/149V59QChyAq442427WDbnR8oRs.jpg,movie,ko,[18],4.1952,2026-07-08,False,False,0.0,0,,,,,,,
False,/6dErjmx17e8kZn5zHAqLrbcTesV.jpg,204266,,,"Vash the Stampede's a joyful gunslinging pacifist, so why does he have a $$6 million bounty on his head?

That's what's puzzling rookie reporter Meryl Stryfe and her jaded veteran partner when looking into the vigilante only to find someone who hates blood.",/4rMkVmkk6AzrcbBX9JSwqyG7pbK.jpg,tv,ja,"[16, 10759, 10765]",13.6079,,False,True,7.4,86,TRIGUN STAMPEDE,TRIGUN STAMPEDE,2023-01-07,['JP'],,,
False,/bHcxVOdHvORe8sA34s3fZxfbeoD.jpg,103863,,,,/iGTgKNPGbhWOyjw2jWg8o4iI6m3.jpg,tv,zh,[10764],32.5495,,False,True,7.0,3,The Rap of China,中国新说唱,2017-06-24,['CN'],,,
False,/pS7VXwb1sNk79F5GzgtEP5YzEHE.jpg,1165369,De Gaulle: Liberté,La Bataille de Gaulle : J’écris ton nom,"Part two of a two-part biopic following French army officer Charles De Gaulle's life and political commitment between 1940 and 1945, and trace his development towards a political career.",/tcypmwT43pt5jWiUyy2BomyPD1Y.jpg,movie,fr,"[36, 18]",7.6505,2026-06-26,False,False,8.2,26,,,,,,,
False,/8KhqSWXExySkvEyCVvcbf4xxpqx.jpg,1049471,Outcome,Outcome,"Reef Hawk, Hollywood's poster child since age six, is not okay. When he learns about an extortion plot tied to a mysterious video, Reef preemptively sets out on a redemption tour to make amends, confront his demons, and avoid getting canceled.",/kSzcpfbTy2pXHGvrVU2WhQTo6oU.jpg,movie,en,"[35, 18]",9.0152,2026-04-06,False,False,5.413,218,,,,,,,
False,/xUu1OTsPWA6YGgHNV5P6D4OQgte.jpg,326189,,,"After returning to her hometown and taking a position in the local government, Lin Yiran becomes determined to save Taohua Town's struggling Xuan paper industry. Teaming up with a passionate artisan, Xuan Yan, she embarks on a journey to modernize a centuries-old craft while discovering a deep connection to the community she now calls home.",/uVa3c0FSfF73jSxxxKazKIR0PkI.jpg,tv,zh,[18],2.3251,,False,True,0.0,0,Zhong Mo Yuan,种墨园,2026-06-23,['CN'],,,
